_id,id,active,name,college_score,score,college_id,university_id,university_tier,university_name,city,state,category,aishe_id,university_type,abbreviation[0],abbreviation[1],abbreviation[2],abbreviation[3],abbreviation[4],__v
6941079d1c87f81bf2f5f162,76931,true,"Indian Institute of Technology Bhubaneshwar, Odisha",9.25,92.5,C41,U1060,Tier-1,,Bhubaneswar,Odisha,PM Vidyalaxmi Institutes,U-0355,Institute of National Importance,iit bhubaneswar,iitbbs,,,,0
6941079d1c87f81bf2f5f163,76932,true,"Indian Institute of Technology Tirupati, Andhra Pradesh",,,,,,,Tirupati,Andhra Pradesh,PM Vidyalaxmi Institutes,U-0844,Institute of National Importance,iit tirupati,iit tpt,,,,0
6941079d1c87f81bf2f5f164,76933,true,"National Institute of Technology Tadepalligudem, Andhra Pradesh",,,,,,,Tadepalligudem,Andhra Pradesh,PM Vidyalaxmi Institutes,U-0855,Institute of National Importance,nit andhra pradesh,nit-ap,,,,0
6941079d1c87f81bf2f5f165,76934,true,"National Institute of Technology Yupia, Arunachal Pradesh",,,,,,,Yupia,Arunachal Pradesh,PM Vidyalaxmi Institutes,U-0615,Institute of National Importance,nit itanagar,nit,,,,0
6941079d1c87f81bf2f5f166,76935,true,"Indian Institute of Technology Guwahati, Assam",,,,,,,Guwahati,Assam,PM Vidyalaxmi Institutes,U-0053,Institute of National Importance,iit guwahati,iitg,,,,0
6941079d1c87f81bf2f5f167,76936,true,"National Institute of Technology Silchar, Assam",,,,,,,Silchar,Assam,PM Vidyalaxmi Institutes,U-0055,Institute of National Importance,nit silchar,nits,,,,0
6941079d1c87f81bf2f5f168,76937,true,"Indian Institute of Technology Patna, Bihar",,,,,,,Patna,Bihar,UNIVERSITIES,U-0064,Institute of National Importance,iit patna,iitp,,,,0
6941079d1c87f81bf2f5f169,76938,true,"National Institute of Technology Patna, Bihar",,,,,,,Patna,Bihar,UNIVERSITIES,U-0072,Institute of National Importance,nit patna,nitp,,,,0
6941079d1c87f81bf2f5f16a,76939,true,"Indian Institute of Technology Bhilai, Chhattisgarh",,,,,,,Bhilai,Chhattisgarh,PM Vidyalaxmi Institutes,U-0946,Institute of National Importance,iit bhilai,iitb,,,,0
6941079d1c87f81bf2f5f16b,76940,true,"National Institute of Technology Raipur, Chhattisgarh",,,,,,,Raipur,Chhattisgarh,UNIVERSITIES,U-0092,Institute of National Importance,nit raipur,nitrr,,,,0
6941079d1c87f81bf2f5f16c,76941,true,"Indian Institute of Technology Delhi, Delhi",,,,,,,New Delhi,Delhi,PM Vidyalaxmi Institutes,U-0100,Institute of National Importance,iit delhi,iitd,,,,0
6941079d1c87f81bf2f5f16d,76942,true,"National Institute of Technology New Delhi, Delhi",,,,,,,New Delhi,Delhi,PM Vidyalaxmi Institutes,U-0622,Institute of National Importance,nit delhi,nitd,,,,0
6941079d1c87f81bf2f5f16e,76943,true,"Indian Institute of Technology Goa, Goa",9.625,96.25,C96,U1115,Tier-1,,Ponda,Goa,PM Vidyalaxmi Institutes,U-0907,Institute of National Importance,iit goa,iitgoa,,,,0
6941079d1c87f81bf2f5f16f,76944,true,"National Institute of Technology Ponda, Goa",,,,,,,Ponda,Goa,PM Vidyalaxmi Institutes,U-0620,Institute of National Importance,nit goa,nit north goa,nit,,,0
6941079d1c87f81bf2f5f170,76945,true,"Indian Institute of Technology Gandhinagar, Gujarat",,,,,,,Gandhinagar,Gujarat,PM Vidyalaxmi Institutes,U-0139,Institute of National Importance,iit gandhinagar,iitgn,,,,0
6941079d1c87f81bf2f5f171,76946,true,"Sardar Vallabhbhai National Institute of Technology Surat, Gujarat",,,,,,,Surat,Gujarat,UNIVERSITIES,U-0149,Institute of National Importance,nit surat,svnit,svnit,,,0
6941079d1c87f81bf2f5f172,76947,true,"National Institute of Technology Kurukshetra, Haryana",,,,,,,Kurukshetra,Haryana,UNIVERSITIES,U-0172,Institute of National Importance,nit kurukshetra,nitkkr,,,,0
6941079d1c87f81bf2f5f173,76948,true,"Indian Institute of Technology Mandi, Himachal Pradesh",,,,,,,Mandi,Himachal Pradesh,UNIVERSITIES,U-0184,Institute of National Importance,iit mandi,iitmandi,,,,0
6941079d1c87f81bf2f5f174,76949,true,"National Institute of Technology Hamirpur, Himachal Pradesh",,,,,,,Hamirpur,Himachal Pradesh,UNIVERSITIES,U-0189,Institute of National Importance,nit hamirpur,nith,nit,,,0
6941079d1c87f81bf2f5f175,76950,true,"Indian Institute of Technology Jammu, Jammu and Kashmir",,,,,,,Jammu,Jammu and Kashmir,UNIVERSITIES,U-0906,Institute of National Importance,iit jammu,iitjmu,,,,0
6941079d1c87f81bf2f5f176,76951,true,"National Institute of Technology Srinagar, Jammu and Kashmir",,,,,,,Srinagar,Jammu and Kashmir,UNIVERSITIES,U-0197,Institute of National Importance,nit srinagar,nitsri,,,,0
6941079d1c87f81bf2f5f177,76952,true,"Indian Institute of Technology Indian School of Mines, Jharkhand",,,,,,,Dhanbad,Jharkhand,PM Vidyalaxmi Institutes,U-0205,Institute of National Importance,iit dhanbad,ism dhanbad,,,,0
6941079d1c87f81bf2f5f178,76953,true,"National Institute of Technology Jamshedpur, Jharkhand",10,100,C22,U1041,Tier-1,,Saraikela Kharsawan,Jharkhand,UNIVERSITIES,U-0207,Institute of National Importance,nit jamshedpur,nitj,nit,,,0
6941079d1c87f81bf2f5f179,76954,true,"Indian Institute of Technology Dharwad, Karnataka",,,,,,,Dharwad,Karnataka,UNIVERSITIES,U-0899,Institute of National Importance,iit dharwad,iitdh,,,,0
6941079d1c87f81bf2f5f17a,76955,true,"National Institute of Technology Dakshina Kannada, Karnataka",,,,,,,Dakshina Kannada,Karnataka,UNIVERSITIES,U-0237,Institute of National Importance,nitk,nit surathkal,,,,0
6941079d1c87f81bf2f5f17b,76956,true,"Indian Institute of Technology Palakkad, Kerala",,,,,,,Palakkad,Kerala,UNIVERSITIES,U-0878,Institute of National Importance,iit palakkad,iitpkd,,,,0
6941079d1c87f81bf2f5f17c,76957,true,"National Institute of Technology Calicut, Kerala",9.625,96.25,C25,U1044,Tier-1,,Kozhikode,Kerala,UNIVERSITIES,U-0263,Institute of National Importance,nit calicut,nitc,,,,0
6941079d1c87f81bf2f5f17d,76958,true,"Indian Institute of Technology And Management, Madhya Pradesh",,,,,,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",Morena,Madhya Pradesh,College,C-31137,State Public University,iitm sabalgarh,iitm,,,,0
6941079d1c87f81bf2f5f17e,76959,true,"Indian Institute of Technology Indore, Madhya Pradesh",,,,,,,Indore,Madhya Pradesh,UNIVERSITIES,U-0273,Institute of National Importance,iit indore,iiti,,,,0
6941079d1c87f81bf2f5f17f,76960,true,"Maulana Azad National Institute of Technology Bhopal, Madhya Pradesh",,,,,,,Bhopal,Madhya Pradesh,UNIVERSITIES,U-0284,Institute of National Importance,manit,nit bhopal,,,,0
6941079d1c87f81bf2f5f180,76961,true,"Indian Institute of Technology Bombay, Maharashtra",,,,,,,Mumbai,Maharashtra,PM Vidyalaxmi Institutes,U-0306,Institute of National Importance,iit bombay,iitb,iit mumbai,,,0
6941079d1c87f81bf2f5f181,76962,true,"Visvesvaraya National Institute of Technology Nagpur, Maharashtra",,,,,,,Nagpur,Maharashtra,UNIVERSITIES,U-0334,Institute of National Importance,vnit nagpur,vnit,,,,0
6941079d1c87f81bf2f5f182,76963,true,"National Institute of Technology Manipur, Manipur",,,,,,,Imphal West,Manipur,UNIVERSITIES,U-0613,Institute of National Importance,nit imphal,nitm,nit,,,0
6941079d1c87f81bf2f5f183,76964,true,"National Institute of Technology Shillong, Meghalaya",,,,,,,Shillong,Meghalaya,PM Vidyalaxmi Institutes,U-0619,Institute of National Importance,nit meghalaya,nitm,,,,0
6941079d1c87f81bf2f5f184,76965,true,"National Institute of Technology Mizoram, Aizawl",,,,,,,Aizawl,Mizoram,PM Vidyalaxmi Institutes,U-0617,Institute of National Importance,nit mizoram,nitm,,,,0
6941079d1c87f81bf2f5f185,76966,true,"National Institute of Technology Dimapur, Nagaland",,,,,,,Dimapur,Nagaland,UNIVERSITIES,U-0618,Institute of National Importance,nit dimapur,nit,,,,0
6941079d1c87f81bf2f5f186,76967,true,"National Institute of Technology Rourkela, Odisha",,,,,,,Rourkela,Odisha,PM Vidyalaxmi Institutes,U-0357,Institute of National Importance,nit rourkela,nitr,,,,0
6941079d1c87f81bf2f5f187,76968,true,"National Institute of Technology Puducherry, Puducherry",,,,,,,Puducherry,Puducherry,PM Vidyalaxmi Institutes,U-0621,Institute of National Importance,nit puducherry,nitpy,nit,,,0
6941079d1c87f81bf2f5f188,76969,true,"Dr Br Ambedkar National Institute of Technology Jalandhar, Punjab",,,,,,,Jalandhar,Punjab,UNIVERSITIES,U-0374,Institute of National Importance,nit jalandhar,nitj,,,,0
6941079d1c87f81bf2f5f189,76970,true,"Indian Institute of Technology Ropar, Punjab",,,,,,,Rupnagar,Punjab,UNIVERSITIES,U-0378,Institute of National Importance,iit ropar,iitrpr,,,,0
6941079d1c87f81bf2f5f18a,76971,true,"Indian Institute of Technology Jodhpur, Rajasthan",,,,,,,Jodhpur,Rajasthan,UNIVERSITIES,U-0395,Institute of National Importance,iit jodhpur,iitj,,,,0
6941079d1c87f81bf2f5f18b,76972,true,"Malviya National Institute of Technology Jaipur, Rajasthan",,,,,,,Jaipur,Rajasthan,UNIVERSITIES,U-0410,Institute of National Importance,mnit jaipur,mnit,,,,0
6941079d1c87f81bf2f5f18c,76973,true,"National Institute of Technology Sikkim, Sikkim",,,,,,,Ravangla,Sikkim,PM Vidyalaxmi Institutes,U-0614,Institute of National Importance,nit sikkim,nit ravangla,,,,0
6941079d1c87f81bf2f5f18d,76974,true,"Indian Institute of Technology Madras, Tamil Nadu",,,,,,,Chennai,Tamil Nadu,PM Vidyalaxmi Institutes,U-0456,Institute of National Importance,iit madras,iitm,iit chennai,,,0
6941079d1c87f81bf2f5f18e,76975,true,"National Institute of Technology Tiruchirappalli, Tamil Nadu",,,,,,,Tiruchirappalli,Tamil Nadu,PM Vidyalaxmi Institutes,U-0467,Institute of National Importance,nit trichy,nitt,,,,0
6941079d1c87f81bf2f5f18f,76976,true,"Indian Institute of Technology Hyderabad, Telangana",,,,,,,Hyderabad,Telangana,PM Vidyalaxmi Institutes,U-0013,Institute of National Importance,iit hyderabad,iith,,,,0
6941079d1c87f81bf2f5f190,76977,true,"National Institute of Technology Warangal, Telangana",,,,,,,Warangal,Telangana,PM Vidyalaxmi Institutes,U-0025,Institute of National Importance,nit warangal,nitw,,,,0
6941079d1c87f81bf2f5f191,76978,true,"National Institute of Technology Agartala, Tripura",,,,,,,Agartala,Tripura,PM Vidyalaxmi Institutes,U-0493,Institute of National Importance,nit agartala,nit-a,,,,0
6941079d1c87f81bf2f5f192,76979,true,"Indian Institute of Technology Kanpur, Uttar Pradesh",,,,,,,Kanpur,Uttar Pradesh,PM Vidyalaxmi Institutes,U-0517,Institute of National Importance,iit kanpur,iitk,,,,0
6941079d1c87f81bf2f5f193,76980,true,"Indian Institute of Technology Varanasi, Uttar Pradesh",,,,,,,Varanasi,Uttar Pradesh,UNIVERSITIES,U-0701,Institute of National Importance,iit bhu,iit (bhu) varanasi,it-bhu,bhu iit,iit varanasi,0
6941079d1c87f81bf2f5f194,76981,true,"Motilal Nehru National Institute of Technology Allahabad, Uttar Pradesh",,,,,,,Prayagraj,Uttar Pradesh,PM Vidyalaxmi Institutes,U-0530,Institute of National Importance,mnnit,nit allahabad,,,,0
6941079d1c87f81bf2f5f195,76982,true,"A F C I Institute of Management College, Tehri Garhwal",3.575,35.75,C37450,U929,Tier-4,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",Tehri Garhwal,Uttarakhand,College,C-54570,State Public University,afci imc,,,,,0
6941079d1c87f81bf2f5f196,76983,true,"Aarogyam Institution of Paramedical And Allied Sciences, Haridwar",4.85,48.5,C37286,U916,Tier-3,HEMWATI NANDAN BAHUGUNA MEDICAL EDUCATION UNIVERSITY,Haridwar,Uttarakhand,College,C-64440,State Public University,aarogyam paramed,paramedical sciences,,,,0
6941079d1c87f81bf2f5f197,76984,true,"Indian Institute of Technology Kharagpur, West Bengal",,,,,,,Kharagpur,West Bengal,PM Vidyalaxmi Institutes,U-0573,Institute of National Importance,iit kharagpur,iitkgp,kgp,,,0
6941079d1c87f81bf2f5f198,76985,true,"National Institute of Technology Durgapur, West Bengal",,,,,,,Durgapur,West Bengal,PM Vidyalaxmi Institutes,U-0577,Institute of National Importance,nit durgapur,nitdgp,,,,0
6941079d1c87f81bf2f5f199,76986,true,"Indian Institute of Science, Bengaluru",9.625,96.25,C45647,U348,Tier-1,,Bengaluru,Karnataka,PM Vidyalaxmi Institutes,U-0220,Deemed University-Government,iisc,iisc bangalore,,,,0
6941079d1c87f81bf2f5f19a,76987,true,"Jawaharlal Nehru University, New Delhi",9.625,96.25,C39432,U1003,Tier-1,,New Delhi,Delhi,PM Vidyalaxmi Institutes,U-0109,Central University,jnu,j.n.u.,,,,0
6941079d1c87f81bf2f5f19b,76988,true,"Centre For Development Studies, Thiruvananthapuram",7.775,77.75,C6319,U1003,Tier-1,Jawaharlal Nehru University,Thiruvananthapuram,Kerala,College,C-59912,Central University,cds,,,,,0
6941079d1c87f81bf2f5f19c,76989,true,"College of Military Engineering, Pune",7.775,77.75,C25436,U1003,Tier-1,Jawaharlal Nehru University,Pune,Maharashtra,College,C-8316,Central University,cme,,,,,0
6941079d1c87f81bf2f5f19d,76990,true,"Militarycollege of Electronics And Mechanical Engineering, Secunderabad",7.775,77.75,C4611,U1003,Tier-1,Jawaharlal Nehru University,Secunderabad,Telangana,PM Vidyalaxmi Institutes,C-60113,Central University,gdc,govt degree college,degree college,,,0
6941079d1c87f81bf2f5f19e,76991,true,"Dav Post Graduate College, Siwan",7.55,75.5,C35546,U833,Tier-1,"Jai Prakash Vishwavidyalaya, Chapra",Siwan,Bihar,College,C-7961,State Public University,dav pg college,,,,,0
6941079d1c87f81bf2f5f19f,76992,true,"Mahila Maha Vidyalaya, Varanasi",7.55,75.5,C35547,U833,Tier-1,"Banaras Hindu University, Banaras",Varanasi,Uttar Pradesh,College,C-21250,Central University,smm,,,,,0
6941079d1c87f81bf2f5f1a0,76993,true,"Vasant Kanya Mahavidyalaya, Varanasi",7.55,75.5,C35549,U833,Tier-1,"Banaras Hindu University, Banaras",Varanasi,Uttar Pradesh,College,C-62080,Central University,vkm,,,,,0
6941079d1c87f81bf2f5f1a1,76994,true,"Amrita Vishwa Vidyapeetham, Guntur",9.25,92.5,C45698,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Guntur,Andhra Pradesh,College,C-71703,Deemed University-Private,amrita amaravati,avv amaravati,,,,0
6941079d1c87f81bf2f5f1a2,76995,true,"Department of Management, Vadodara",9.25,92.5,C5192,U744,Tier-1,"Sumandeep Vidyapeeth, Vadodara",Vadodara,Gujarat,College,C-51564,Deemed University-Private,dom,,,,,0
6941079d1c87f81bf2f5f1a3,76996,true,"Amrita School of Arts And Sciences Mysore, Mysuru",9.25,92.5,C12717,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Mysuru,Karnataka,College,C-7035,Deemed University-Private,asas mysore,,,,,0
6941079d1c87f81bf2f5f1a4,76997,true,"Amrita School of Education Mysore, Mysuru",9.25,92.5,C12718,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Mysuru,Karnataka,College,C-7032,Deemed University-Private,ase mysore,,,,,0
6941079d1c87f81bf2f5f1a5,76998,true,"Amrita School of Engineering Bangalore, Bengaluru Rural",9.25,92.5,C9866,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Bengaluru Rural,Karnataka,College,C-7034,Deemed University-Private,ase bangalore,amrita bangalore,,,,0
6941079d1c87f81bf2f5f1a6,76999,true,"Department of Management Bangalore, Bengaluru Rural",9.25,92.5,C9867,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Bengaluru Rural,Karnataka,College,C-7029,Deemed University-Private,dom bangalore,,,,,0
6941079d1c87f81bf2f5f1a7,77000,true,"Amrita School of Arts And Sciences, Kollam",9.25,92.5,C5188,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Kollam,Kerala,College,C-7031,Deemed University-Private,asas,,,,,0
6941079d1c87f81bf2f5f1a8,77001,true,"Amrita School of Ayurveda, Kollam",9.25,92.5,C5591,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Kollam,Kerala,College,C-7026,Deemed University-Private,asa,,,,,0
6941079d1c87f81bf2f5f1a9,77002,true,"Amrita School of Biotechnology, Kollam",9.25,92.5,C5592,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Kollam,Kerala,College,C-7025,Deemed University-Private,asbt,,,,,0
6941079d1c87f81bf2f5f1aa,77003,true,"Amrita School of Engineering, Kollam",9.25,92.5,C5593,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Kollam,Kerala,College,C-7036,Deemed University-Private,ase,amrita engineering,,,,0
6941079d1c87f81bf2f5f1ab,77004,true,"Amrita School of Business, Coimbatore",9.25,92.5,C6914,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,College,C-7023,Deemed University-Private,asb,,,,,0
6941079d1c87f81bf2f5f1ac,77005,true,"Amrita School of Engineering, Coimbatore",9.25,92.5,C5593,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,College,C-7021,Deemed University-Private,ase,amrita engineering,,,,0
6941079d1c87f81bf2f5f1ad,77006,true,"Amrita Vishwa Vidyapeetham, Coimbatore",9.25,92.5,C45698,U744,Tier-1,,Coimbatore,Tamil Nadu,PM Vidyalaxmi Institutes,U-0436,Deemed University-Private,amrita university,avv,,,,0
6941079d1c87f81bf2f5f1ae,77007,true,"Department of Communication, Coimbatore",9.25,92.5,C6916,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,College,C-7024,Deemed University-Private,doc,,,,,0
6941079d1c87f81bf2f5f1af,77008,true,"Department of Social Work, Coimbatore",9.25,92.5,C6917,U744,Tier-1,"Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu,College,C-7033,Deemed University-Private,dosw,,,,,0
6941079d1c87f81bf2f5f1b0,77009,true,"University of Hyderabad, Hyderabad",9.625,96.25,C5107,U823,Tier-1,,Hyderabad,Telangana,PM Vidyalaxmi Institutes,U-0042,Central University,uoh,hyderabad university,,,,0
6941079d1c87f81bf2f5f1b1,77010,true,"Ajmal Khan Tibbiya College, Muzaffarnagar",7.55,75.5,C39538,U828,Tier-1,,Muzaffarnagar,Uttar Pradesh,STANDALONE,S-24669,,aktc,,,,,0
6941079d1c87f81bf2f5f1b2,77011,true,"Women' S College, Aligarh",7.55,75.5,C27809,U828,Tier-1,"Aligarh Muslim University, Aligarh",Aligarh,Uttar Pradesh,College,C-22860,Central University,wc,,,,,0
6941079d1c87f81bf2f5f1b3,77012,true,"Amu Murshidabad Centre, Murshidabad",7.55,75.5,C42249,U828,Tier-1,"Aligarh Muslim University, Aligarh",Murshidabad,West Bengal,College,C-22859,Central University,amu malappuram,amu centre,,,,0
6941079d1c87f81bf2f5f1b4,77013,true,"All India Institute of Ayurveda, New Delhi",7.775,77.75,C35909,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-60556,Central University,aiia,,,,,0
6941079d1c87f81bf2f5f1b5,77014,true,"Amar Jyoti Institute of Physiotheraphy, New Delhi",7.775,77.75,C35807,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6422,Central University,ajip,,,,,0
6941079d1c87f81bf2f5f1b6,77015,true,"Aryabhatta College, New Delhi",7.775,77.75,C35922,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6396,Central University,aryabhatta,,,,,0
6941079d1c87f81bf2f5f1b7,77016,true,"Ayurvedic & Unani Tibbia College, New Delhi",7.775,77.75,C35789,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6427,Central University,aut college,tibbia college,,,,0
6941079d1c87f81bf2f5f1b8,77017,true,"Bhagini Nivedita College, New Delhi",7.775,77.75,C35924,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6393,Central University,bnc,,,,,0
6941079d1c87f81bf2f5f1b9,77018,true,"Bharati College, New Delhi",7.775,77.75,C35957,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6399,Central University,bc,,,,,0
6941079d1c87f81bf2f5f1ba,77019,true,"Bhaskaracharya College of Applied Sciences, New Delhi",7.775,77.75,C35925,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6387,Central University,bcas,,,,,0
6941079d1c87f81bf2f5f1bb,77020,true,"Bhim Rao Ambedkar College, New Delhi",7.775,77.75,C35843,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6360,Central University,brac,,,,,0
6941079d1c87f81bf2f5f1bc,77021,true,"College of Art, New Delhi",7.775,77.75,C35825,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6368,Central University,coa,,,,,0
6941079d1c87f81bf2f5f1bd,77022,true,"College of Vocational Studies, New Delhi",7.775,77.75,C35889,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6397,Central University,cvs,,,,,0
6941079d1c87f81bf2f5f1be,77023,true,"Daulat Ram College, New Delhi",7.775,77.75,C35831,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6367,Central University,drc delhi,,,,,0
6941079d1c87f81bf2f5f1bf,77024,true,"Deen Dayal Upadhyaya College, New Delhi",8.575,85.75,C35958,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6361,Central University,dduc,,,,,0
6941079d1c87f81bf2f5f1c0,77025,true,"Deshbandhu College, New Delhi",7.775,77.75,C35890,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6409,Central University,dbc,,,,,0
6941079d1c87f81bf2f5f1c1,77026,true,"Durgabai Deshmukh College of Special Education, New Delhi",7.775,77.75,C35891,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-22463,Central University,ddcse,,,,,0
6941079d1c87f81bf2f5f1c2,77027,true,"Dyal Singh College, New Delhi",7.775,77.75,C35893,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-27613,Central University,dsc evening,dyal singh evening,,,,0
6941079d1c87f81bf2f5f1c3,77028,true,"Gargi College, New Delhi",8.175,81.75,C35894,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6429,Central University,gargi,,,,,0
6941079d1c87f81bf2f5f1c4,77029,true,"Hansraj College, New Delhi",8.575,85.75,C35832,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6425,Central University,hrc,,,,,0
6941079d1c87f81bf2f5f1c5,77030,true,"Indira Gandhi Institute of Physical Education & Sports Sciences, New Delhi",7.775,77.75,C35959,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6389,Central University,igipess,,,,,0
6941079d1c87f81bf2f5f1c6,77031,true,"Indraprastha College For Women, New Delhi",7.775,77.75,C35834,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6365,Central University,ip college,ipcw,indraprastha college,,,0
6941079d1c87f81bf2f5f1c7,77032,true,"Institute of Home Economics, New Delhi",7.775,77.75,C35896,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6386,Central University,ihe,ihe delhi,,,,0
6941079d1c87f81bf2f5f1c8,77033,true,"Janki Devi Memorial College, New Delhi",7.775,77.75,C35790,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6359,Central University,jdmc,,,,,0
6941079d1c87f81bf2f5f1c9,77034,true,"Jesus & Mary College, New Delhi",7.775,77.75,C35826,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6420,Central University,jmc,,,,,0
6941079d1c87f81bf2f5f1ca,77035,true,"Kalindi College, New Delhi",7.775,77.75,C35960,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6402,Central University,kalindi college,,,,,0
6941079d1c87f81bf2f5f1cb,77036,true,"Kamala Nehru College, New Delhi",7.775,77.75,C35897,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6417,Central University,knc,kamala nehru college,,,,0
6941079d1c87f81bf2f5f1cc,77037,true,"Kirori Mal College, New Delhi",8.175,81.75,C35835,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6385,Central University,kmc,,,,,0
6941079d1c87f81bf2f5f1cd,77038,true,"Lady Hardinge Medical College, New Delhi",7.775,77.75,C35827,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-22461,Central University,lhmc,,,,,0
6941079d1c87f81bf2f5f1ce,77039,true,"Lady Irwin College, New Delhi",7.775,77.75,C35791,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-27608,Central University,lic,,,,,0
6941079d1c87f81bf2f5f1cf,77040,true,"Lady Shri Ram College For Women, New Delhi",9.775,97.75,C35898,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6415,Central University,lsr,lsr college,lady shri ram,lsr delhi,,0
6941079d1c87f81bf2f5f1d0,77041,true,"Lakshmi Bai College, New Delhi",7.775,77.75,C35872,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-22466,Central University,lbc,,,,,0
6941079d1c87f81bf2f5f1d1,77042,true,"Maharaja Agrasen College, New Delhi",7.775,77.75,C35808,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6412,Central University,mac,,,,,0
6941079d1c87f81bf2f5f1d2,77043,true,"Maharishi Valmiki College of Education, New Delhi",7.775,77.75,C35809,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6375,Central University,mvced,,,,,0
6941079d1c87f81bf2f5f1d3,77044,true,"Maitreyi College, New Delhi",7.775,77.75,C35828,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6391,Central University,maitreyi,,,,,0
6941079d1c87f81bf2f5f1d4,77045,true,"Mata Sundri College For Women, New Delhi",7.775,77.75,C35792,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6424,Central University,mscw,,,,,0
6941079d1c87f81bf2f5f1d5,77046,true,"Maulana Azad Institute of Dental Sciences, New Delhi",7.775,77.75,C35793,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-28507,Central University,maids,,,,,0
6941079d1c87f81bf2f5f1d6,77047,true,"Maulana Azad Medical College, New Delhi",7.775,77.75,C35794,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6414,Central University,mam college,mam,,,,0
6941079d1c87f81bf2f5f1d7,77048,true,"Miranda House, New Delhi",7.775,77.75,C35836,U1013,Tier-1,University of Delhi,New Delhi,Delhi,PM Vidyalaxmi Institutes,C-6355,Central University,mh delhi,mh,,,,0
6941079d1c87f81bf2f5f1d8,77049,true,"Moti Lal Nehru College, New Delhi",7.775,77.75,C35928,U1013,Tier-1,University of Delhi,New Delhi,Delhi,College,C-6354,Central University,mlnc evening,,,,,0
